ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units
1015,consolidated balance sheets,2015,Total assets,2487432000,thousands
1020,consolidated balance sheets,2015,Total assets,1613684000,thousands
1022,consolidated balance sheets,2016,Total assets,65074000,thousands
1023,consolidated balance sheets,2015,Total Assets,874284000,thousands
1025,consolidated balance sheets,2015,TOTAL ASSETS,8977300,thousands
1026,consolidated balance sheets,2015,Total assets,27868000,thousands
1027,consolidated balance sheets,2015,Total assets,9544017,thousands
1029,consolidated balance sheets,2015,Total assets,9991167000,thousands
1030,consolidated balance sheets,2015,Total assets,4802886000,thousands
1031,consolidated balance sheets,2016,Total assets,9736789000,thousands
1034,consolidated balance sheets,2015,Total assets,2274969000,thousands
1037,consolidated balance sheets,2015,Total assets,419629000,thousands
1038,consolidated balance sheets,2016,Total assets,251823000,thousands
1040,consolidated balance sheets,2015,TOTAL ASSETS,1692,thousands
1041,consolidated balance sheets,2016,Total assets,11147000,thousands
1042,consolidated balance sheets,2015,Total assets,2515131000,thousands
1043,consolidated balance sheets,2015,Total assets,4549,thousands
1045,consolidated balance sheets,2015,Total assets,6867293000,thousands
1046,consolidated balance sheets,2015,Total assets,11726472000,thousands
1049,consolidated balance sheets,2015,Total assets,12495,thousands
1050,consolidated balance sheets,2015,Total Assets,228439000,thousands
1054,consolidated balance sheets,2016,Total assets,31147000,thousands
1056,consolidated balance sheets,2015,Total assets,4606,thousands
1060,consolidated balance sheets,2015,TOTAL ASSETS,357995000,thousands
1062,consolidated balance sheets,2015,Total Assets,3340,thousands
1065,consolidated balance sheets,2015,Total assets,9340,thousands
1069,consolidated balance sheets,2015,Total assets,80055000,thousands
1071,consolidated balance sheets,2015,Total assets,31448000,thousands
1073,consolidated balance sheets,2015,Total Assets,60589,thousands
1075,consolidated balance sheets,2016,Total Assets,152538,thousands
1076,consolidated balance sheets,2015,Total Assets,37535,thousands
1082,consolidated balance sheets,2015,TOTAL ASSETS,279911000,thousands
1083,consolidated balance sheets,2015,TOTAL ASSETS,109247,thousands
1084,consolidated balance sheets,2014,TOTAL ASSETS,87548,thousands
1086,consolidated balance sheets,2016,Total Assets,790487000,thousands
1091,consolidated balance sheets,2015,Total assets,48640000,thousands
1092,consolidated balance sheets,2015,TOTAL ASSETS,1946961,thousands
1094,consolidated balance sheets,2015,Total assets,6247583000,thousands
1095,consolidated balance sheets,2015,Total assets,4539,thousands
1097,consolidated balance sheets,2015,TOTAL ASSETS,189321000,thousands
1099,consolidated balance sheets,2016,Total assets,265676000,thousands
1101,consolidated balance sheets,2016,Total assets,1765819000,thousands
1102,consolidated balance sheets,2016,Total assets,6134956000,thousands
1103,consolidated balance sheets,2015,Total assets,84304000,thousands
1104,consolidated balance sheets,2015,Total assets,55416000,thousands
1106,consolidated balance sheets,2016,TOTAL ASSETS,633833000,thousands
1109,consolidated balance sheets,2015,TOTAL ASSETS,197689000,thousands
1110,consolidated balance sheets,2016,Total assets,3426431000,thousands
1117,consolidated balance sheets,2016,Total assets,59512000,thousands
1119,consolidated balance sheets,2016,TOTAL ASSETS,10669537,thousands
1122,consolidated balance sheets,2015,TOTAL ASSETS,1321582000,thousands
1123,consolidated balance sheets,2015,Total assets,1045555000,thousands
1129,consolidated balance sheets,2016,Total assets,1422700000,thousands
1136,consolidated balance sheets,2016,TOTAL ASSETS,6888040,thousands
1137,consolidated balance sheets,2015,Total assets,1982308000,thousands
1138,consolidated balance sheets,2016,Total assets,274347000,thousands
1139,consolidated balance sheets,2015,Total assets,656518000,thousands
1140,consolidated balance sheets,2016,Total assets,2351015000,thousands
1144,consolidated balance sheets,2015,Total Assets,24145,thousands
1145,consolidated balance sheets,2015,Total assets,2692964000,thousands
1146,consolidated balance sheets,2015,Total assets,64653000,thousands
1147,consolidated balance sheets,2015,Total assets,675989000,thousands
1148,consolidated balance sheets,2015,Total assets,7387122,thousands
1150,consolidated balance sheets,2015,Total assets,12058,thousands
1153,consolidated balance sheets,2015,Total Assets,4228869000,thousands
1154,consolidated balance sheets,2015,Total assets,65553000,thousands
1155,consolidated balance sheets,2015,Total assets,14855,thousands
1156,consolidated balance sheets,2015,Total assets,4554511000,thousands
1158,consolidated balance sheets,2015,Total assets,5244372000,thousands
1159,consolidated balance sheets,2015,Total Assets,458901000,thousands
1161,consolidated balance sheets,2015,Total assets,27053,thousands
1162,consolidated balance sheets,2016,Total Assets,406296000,thousands
1163,consolidated balance sheets,2016,Total assets,423931000,thousands
1166,consolidated balance sheets,2016,Total Assets,5129,thousands
1170,consolidated balance sheets,2016,Total assets,121798000,thousands
1172,consolidated balance sheets,2015,Total Assets,4402,thousands
1173,consolidated balance sheets,2015,Total Assets,36442,thousands
1176,consolidated balance sheets,2015,Total Assets,23765,thousands
1179,consolidated balance sheets,2016,Total assets,74175000,thousands
1180,consolidated balance sheets,2016,Total assets,1078066000,thousands
1181,consolidated balance sheets,2015,Total assets,137845000,thousands
1182,consolidated balance sheets,2015,Total assets,1557281000,thousands
1183,consolidated balance sheets,2016,Total assets,49899000,thousands
1185,consolidated balance sheets,2016,Total assets,1221052000,thousands
1187,consolidated balance sheets,2015,Total assets,505539000,thousands
1189,consolidated balance sheets,2015,Total Assets,245435000,thousands
1190,consolidated balance sheets,2015,Total assets,2040531000,thousands
1191,consolidated balance sheets,2015,Total assets,4286292,thousands
1192,consolidated balance sheets,2015,Total assets,685060000,thousands
1197,consolidated balance sheets,2015,Total assets,1310756000,thousands
1199,consolidated balance sheets,2015,Total assets,3431428000,thousands
1200,consolidated balance sheets,2015,Total assets,592809000,thousands
1203,consolidated balance sheets,2015,Total assets,1009562000,thousands
1206,consolidated balance sheets,2015,Total assets,44739000,thousands
1207,consolidated balance sheets,2016,TOTAL ASSETS,31749129,thousands
1208,consolidated balance sheets,2016,Total assets,48385000,thousands
1210,consolidated balance sheets,2015,TOTAL ASSETS,1923034000,thousands
1211,consolidated balance sheets,2016,Total Assets,190816000,thousands
1212,consolidated balance sheets,2016,Total assets,68973000,thousands
1217,consolidated balance sheets,2015,TOTAL ASSETS,718985340,thousands
1219,consolidated balance sheets,2015,Total assets,2477,thousands
1220,consolidated balance sheets,2015,Total assets,7458,thousands
1222,consolidated balance sheets,2015,Total assets,687659000,thousands
1228,consolidated balance sheets,2015,Total Assets,211522029,thousands
1231,consolidated balance sheets,2015,Total Assets,3274129000,thousands
1233,consolidated balance sheets,2015,TOTAL ASSETS,16326,thousands
1238,consolidated balance sheets,2016,Total Assets,1212591000,thousands
1240,consolidated balance sheets,2015,Total assets,12495,thousands
1241,consolidated balance sheets,2015,Total Assets,35588000,thousands
1242,consolidated balance sheets,2015,Total assets,255787000,thousands
1245,consolidated balance sheets,2015,Total assets,51379000,thousands
1246,consolidated balance sheets,2016,TOTAL ASSETS,109043000,thousands
1249,consolidated balance sheets,2015,Total Assets,202166216,thousands
1252,consolidated balance sheets,2015,Total Assets,139803000,thousands
1254,consolidated balance sheets,2015,Total assets,18888,thousands
1256,consolidated balance sheets,2015,Total assets,82504000,thousands
1257,consolidated balance sheets,2015,Total Assets,16831,thousands
1258,consolidated balance sheets,2015,Total Assets,6247724,thousands
1259,consolidated balance sheets,2015,Total assets,194310000,thousands
1263,consolidated balance sheets,2016,Total assets,499565000,thousands
1264,consolidated balance sheets,2016,Total Assets,1993456,thousands
1265,consolidated balance sheets,2015,Total assets,14221,thousands
1267,consolidated balance sheets,2015,Total Assets,50418000,thousands
1269,consolidated balance sheets,2016,Total assets,2730094000,thousands
1275,consolidated balance sheets,2015,Total assets,2195,thousands
1277,consolidated balance sheets,2015,TOTAL ASSETS,2128671000,thousands
1279,consolidated balance sheets,2015,TOTAL ASSETS,787125,thousands
1282,consolidated balance sheets,2015,Total Assets,15540354000,thousands
1283,consolidated balance sheets,2015,Total assets,10059783000,thousands
1288,consolidated balance sheets,2015,Total assets,853094000,thousands
1289,consolidated balance sheets,2015,Total assets,138613000,thousands
1290,consolidated balance sheets,2015,Total assets,748584000,thousands
1291,consolidated balance sheets,2015,Total Assets,56966000,thousands
1292,consolidated balance sheets,2015,Total assets,44343,thousands
1294,consolidated balance sheets,2015,Total assets,2805443000,thousands
1297,consolidated balance sheets,2016,Total assets,316606000,thousands
1301,consolidated balance sheets,2015,Total assets,6630100000,thousands
1307,consolidated balance sheets,2015,Total Assets,121156,thousands
1309,consolidated balance sheets,2015,Total assets,13222844,thousands
1312,consolidated balance sheets,2016,Total assets,6474,thousands
1314,consolidated balance sheets,2015,Total assets,145918000,thousands
1315,consolidated balance sheets,2015,Total assets,28526646,thousands
1317,consolidated balance sheets,2015,Total assets,28466232,thousands
1318,consolidated balance sheets,2015,TOTAL ASSETS,872346,thousands
1319,consolidated balance sheets,2015,Total Assets,4990,thousands
1321,consolidated balance sheets,2015,Total assets,5637212,thousands
1323,consolidated balance sheets,2015,Total assets,18802000,thousands
1325,consolidated balance sheets,2016,Total assets,303024000,thousands
1326,consolidated balance sheets,2015,Total assets,109009366,thousands
1329,consolidated balance sheets,2016,Total assets,9490,thousands
1330,consolidated balance sheets,2015,Total assets,53050,thousands
1333,consolidated balance sheets,2015,Total assets,65328725,thousands
1338,consolidated balance sheets,2015,Total assets,887756000,thousands
1341,consolidated balance sheets,2016,Total assets,281277000,thousands
1342,consolidated balance sheets,2015,Total assets,218249,thousands
1343,consolidated balance sheets,2016,Total assets,1181883000,thousands
1344,consolidated balance sheets,2015,Total assets,418821000,thousands
1345,consolidated balance sheets,2016,Total Assets,451715000,thousands
1349,consolidated balance sheets,2015,Total assets,145842,thousands
1350,consolidated balance sheets,2015,Total assets,1248606000,thousands
1351,consolidated balance sheets,2015,TOTAL ASSETS,68543,thousands
1352,consolidated balance sheets,2015,Total assets,87286000,thousands
1356,consolidated balance sheets,2016,Total assets,785920000,thousands
1359,consolidated balance sheets,2015,Total assets,3422,thousands
1360,consolidated balance sheets,2015,Total assets,4137290000,thousands
1362,consolidated balance sheets,2015,Total assets,314603000,thousands
